Date,Dividends,Company
03/02/1987,0.061,"Merck & Co., Inc. (MRK)"
08/29/1989,0.15,"Merck & Co., Inc. (MRK)"
06/13/2011,0.38,"Merck & Co., Inc. (MRK)"
08/29/1977,0.01042,"Merck & Co., Inc. (MRK)"
06/02/1994,0.28,"Merck & Co., Inc. (MRK)"
05/29/1990,0.15,"Merck & Co., Inc. (MRK)"
02/29/1988,0.1066,"Merck & Co., Inc. (MRK)"
08/29/1988,0.1232,"Merck & Co., Inc. (MRK)"
12/06/2000,0.34,"Merck & Co., Inc. (MRK)"
03/07/2001,0.34,"Merck & Co., Inc. (MRK)"
12/01/1970,0.00764,"Merck & Co., Inc. (MRK)"
06/02/1993,0.25,"Merck & Co., Inc. (MRK)"
08/29/1980,0.01597,"Merck & Co., Inc. (MRK)"
03/02/1971,0.00764,"Merck & Co., Inc. (MRK)"
12/02/1980,0.01806,"Merck & Co., Inc. (MRK)"
12/05/2001,0.35,"Merck & Co., Inc. (MRK)"
03/06/2002,0.35,"Merck & Co., Inc. (MRK)"
03/14/2018,0.48,"Merck & Co., Inc. (MRK)"
12/02/1992,0.25,"Merck & Co., Inc. (MRK)"
08/31/1979,0.01319,"Merck & Co., Inc. (MRK)"
06/03/1988,0.1066,"Merck & Co., Inc. (MRK)"
03/04/1974,0.00972,"Merck & Co., Inc. (MRK)"
12/01/1981,0.01944,"Merck & Co., Inc. (MRK)"
06/01/1982,0.01944,"Merck & Co., Inc. (MRK)"
12/11/2015,0.46,"Merck & Co., Inc. (MRK)"
03/07/2007,0.38,"Merck & Co., Inc. (MRK)"
09/05/2007,0.38,"Merck & Co., Inc. (MRK)"
09/13/2012,0.42,"Merck & Co., Inc. (MRK)"
09/03/2003,0.37,"Merck & Co., Inc. (MRK)"
03/05/2003,0.36,"Merck & Co., Inc. (MRK)"
12/13/2011,0.42,"Merck & Co., Inc. (MRK)"
03/05/1973,0.00819,"Merck & Co., Inc. (MRK)"
05/26/1978,0.01181,"Merck & Co., Inc. (MRK)"
03/04/1998,0.45,"Merck & Co., Inc. (MRK)"
09/01/1999,0.29,"Merck & Co., Inc. (MRK)"
06/02/1995,0.3,"Merck & Co., Inc. (MRK)"
06/02/1987,0.061,"Merck & Co., Inc. (MRK)"
12/03/1985,0.1,"Merck & Co., Inc. (MRK)"
12/13/2019,0.61,"Merck & Co., Inc. (MRK)"
03/02/1994,0.28,"Merck & Co., Inc. (MRK)"
11/30/1982,0.01944,"Merck & Co., Inc. (MRK)"
03/05/2008,0.38,"Merck & Co., Inc. (MRK)"
05/31/1977,0.01042,"Merck & Co., Inc. (MRK)"
03/03/2004,0.37,"Merck & Co., Inc. (MRK)"
09/04/2002,0.36,"Merck & Co., Inc. (MRK)"
03/02/1978,0.01181,"Merck & Co., Inc. (MRK)"
09/02/1998,0.45,"Merck & Co., Inc. (MRK)"
03/03/1999,0.27,"Merck & Co., Inc. (MRK)"
12/02/1994,0.3,"Merck & Co., Inc. (MRK)"
12/13/2016,0.47,"Merck & Co., Inc. (MRK)"
06/03/1986,0.05,"Merck & Co., Inc. (MRK)"
12/02/1986,0.061,"Merck & Co., Inc. (MRK)"
06/12/2020,0.61,"Merck & Co., Inc. (MRK)"
05/29/1984,0.02083,"Merck & Co., Inc. (MRK)"
11/29/1983,0.02083,"Merck & Co., Inc. (MRK)"
03/04/2009,0.38,"Merck & Co., Inc. (MRK)"
09/02/2009,0.38,"Merck & Co., Inc. (MRK)"
09/11/2014,0.44,"Merck & Co., Inc. (MRK)"
03/01/1984,0.02083,"Merck & Co., Inc. (MRK)"
03/02/2005,0.38,"Merck & Co., Inc. (MRK)"
08/31/2005,0.38,"Merck & Co., Inc. (MRK)"
08/30/1976,0.00972,"Merck & Co., Inc. (MRK)"
03/14/2019,0.55,"Merck & Co., Inc. (MRK)"
03/01/1979,0.01319,"Merck & Co., Inc. (MRK)"
03/01/2000,0.29,"Merck & Co., Inc. (MRK)"
09/13/2010,0.38,"Merck & Co., Inc. (MRK)"
03/12/2015,0.45,"Merck & Co., Inc. (MRK)"
12/01/1987,0.0888,"Merck & Co., Inc. (MRK)"
05/30/1989,0.1366,"Merck & Co., Inc. (MRK)"
09/02/1993,0.28,"Merck & Co., Inc. (MRK)"
03/03/1975,0.00972,"Merck & Co., Inc. (MRK)"
05/31/1983,0.01944,"Merck & Co., Inc. (MRK)"
09/14/2017,0.47,"Merck & Co., Inc. (MRK)"
03/02/1989,0.1366,"Merck & Co., Inc. (MRK)"
09/03/2008,0.38,"Merck & Co., Inc. (MRK)"
06/13/2017,0.47,"Merck & Co., Inc. (MRK)"
03/02/1981,0.01806,"Merck & Co., Inc. (MRK)"
09/12/2013,0.43,"Merck & Co., Inc. (MRK)"
02/28/1985,0.02222,"Merck & Co., Inc. (MRK)"
09/01/2004,0.38,"Merck & Co., Inc. (MRK)"
03/11/2010,0.38,"Merck & Co., Inc. (MRK)"
02/28/1980,0.01597,"Merck & Co., Inc. (MRK)"
06/02/1992,0.23,"Merck & Co., Inc. (MRK)"
05/25/1979,0.01319,"Merck & Co., Inc. (MRK)"
08/30/2000,0.34,"Merck & Co., Inc. (MRK)"
03/13/2014,0.44,"Merck & Co., Inc. (MRK)"
11/29/1988,0.1232,"Merck & Co., Inc. (MRK)"
09/03/1971,0.00764,"Merck & Co., Inc. (MRK)"
02/18/1977,0.2496,Johnson & Johnson (JNJ)
11/14/1997,0.22,Johnson & Johnson (JNJ)
05/15/1998,0.25,Johnson & Johnson (JNJ)
11/15/1976,0.2496,Johnson & Johnson (JNJ)
05/16/1977,0.3504,Johnson & Johnson (JNJ)
05/26/2011,0.57,Johnson & Johnson (JNJ)
11/21/2014,0.7,Johnson & Johnson (JNJ)
05/11/1994,0.29,Johnson & Johnson (JNJ)
05/23/1986,0.3504,Johnson & Johnson (JNJ)
08/14/1998,0.25,Johnson & Johnson (JNJ)
08/15/1977,0.3504,Johnson & Johnson (JNJ)
11/23/1964,5.80E-04,Johnson & Johnson (JNJ)
02/20/2015,0.7,Johnson & Johnson (JNJ)
08/21/2015,0.75,Johnson & Johnson (JNJ)
02/14/1989,0.5008,Johnson & Johnson (JNJ)
08/10/1994,0.29,Johnson & Johnson (JNJ)
02/16/1968,0.00139,Johnson & Johnson (JNJ)
11/18/2005,0.33,Johnson & Johnson (JNJ)
08/18/1986,0.3504,Johnson & Johnson (JNJ)
05/16/1997,0.22,Johnson & Johnson (JNJ)
11/13/1998,0.25,Johnson & Johnson (JNJ)
05/17/1976,0.2496,Johnson & Johnson (JNJ)
11/14/1977,0.3504,Johnson & Johnson (JNJ)
05/27/2010,0.54,Johnson & Johnson (JNJ)
11/20/2015,0.75,Johnson & Johnson (JNJ)
05/12/1993,0.26,Johnson & Johnson (JNJ)
05/24/1985,0.3248,Johnson & Johnson (JNJ)
08/15/1997,0.22,Johnson & Johnson (JNJ)
11/22/1965,6.90E-04,Johnson & Johnson (JNJ)
08/16/1976,0.2496,Johnson & Johnson (JNJ)
08/22/2014,0.7,Johnson & Johnson (JNJ)
02/19/2016,0.75,Johnson & Johnson (JNJ)
02/13/1990,0.2904,Johnson & Johnson (JNJ)
08/11/1993,0.26,Johnson & Johnson (JNJ)
02/09/1994,0.26,Johnson & Johnson (JNJ)
02/14/1969,0.00174,Johnson & Johnson (JNJ)
11/18/1985,0.3248,Johnson & Johnson (JNJ)
08/19/1985,0.3248,Johnson & Johnson (JNJ)
11/12/1999,0.28,Johnson & Johnson (JNJ)
02/13/1962,5.80E-04,Johnson & Johnson (JNJ)
11/13/1978,0.4272,Johnson & Johnson (JNJ)
05/23/2013,0.66,Johnson & Johnson (JNJ)
11/18/2016,0.8,Johnson & Johnson (JNJ)
02/15/1996,0.33,Johnson & Johnson (JNJ)
02/11/2000,0.28,Johnson & Johnson (JNJ)
11/21/1966,8.10E-04,Johnson & Johnson (JNJ)
02/08/1995,0.29,Johnson & Johnson (JNJ)
02/21/1966,0.00139,Johnson & Johnson (JNJ)
11/17/1986,0.3504,Johnson & Johnson (JNJ)
02/20/1979,0.4992,Johnson & Johnson (JNJ)
02/12/1991,0.34,Johnson & Johnson (JNJ)
02/15/1980,0.4992,Johnson & Johnson (JNJ)
05/14/1999,0.28,Johnson & Johnson (JNJ)
05/15/1978,0.4272,Johnson & Johnson (JNJ)
05/24/2012,0.61,Johnson & Johnson (JNJ)
05/20/2016,0.8,Johnson & Johnson (JNJ)
05/10/1995,0.33,Johnson & Johnson (JNJ)
02/13/1997,0.095,Johnson & Johnson (JNJ)
05/22/1987,0.4208,Johnson & Johnson (JNJ)
08/13/1999,0.28,Johnson & Johnson (JNJ)
11/20/1967,0.00104,Johnson & Johnson (JNJ)
08/14/1978,0.4272,Johnson & Johnson (JNJ)
08/19/2016,0.8,Johnson & Johnson (JNJ)
02/20/1967,0.00139,Johnson & Johnson (JNJ)
11/21/1962,5.80E-04,Johnson & Johnson (JNJ)
11/16/1987,0.4208,Johnson & Johnson (JNJ)
11/16/1979,0.4992,Johnson & Johnson (JNJ)
08/17/1987,0.4208,Johnson & Johnson (JNJ)
02/11/1992,0.4,Johnson & Johnson (JNJ)
05/21/2015,0.75,Johnson & Johnson (JNJ)
11/26/2010,0.54,Johnson & Johnson (JNJ)
02/24/1986,0.3264,Johnson & Johnson (JNJ)
08/20/1973,0.1248,Johnson & Johnson (JNJ)
11/24/2006,0.375,Johnson & Johnson (JNJ)
08/15/1990,0.34,Johnson & Johnson (JNJ)
11/16/1984,0.3008,Johnson & Johnson (JNJ)
11/26/2018,0.9,Johnson & Johnson (JNJ)
08/18/1969,0.00139,Johnson & Johnson (JNJ)
02/25/1964,0.00104,Johnson & Johnson (JNJ)
02/09/1993,0.23,Johnson & Johnson (JNJ)
05/22/2014,0.7,Johnson & Johnson (JNJ)
11/25/2011,0.57,Johnson & Johnson (JNJ)
02/23/1987,0.3504,Johnson & Johnson (JNJ)
08/21/1972,0.1008,Johnson & Johnson (JNJ)
11/23/2007,0.415,Johnson & Johnson (JNJ)
08/16/1989,0.2904,Johnson & Johnson (JNJ)
11/25/2019,0.95,Johnson & Johnson (JNJ)
08/19/1968,0.00104,Johnson & Johnson (JNJ)
02/23/1965,0.00127,Johnson & Johnson (JNJ)
02/22/1982,0.2208,Johnson & Johnson (JNJ)
05/17/1996,0.38,Johnson & Johnson (JNJ)
08/20/1979,0.4992,Johnson & Johnson (JNJ)
11/23/2012,0.61,Johnson & Johnson (JNJ)
08/18/1975,0.2016,Johnson & Johnson (JNJ)
11/21/2008,0.46,Johnson & Johnson (JNJ)
05/25/2018,0.9,Johnson & Johnson (JNJ)
08/12/1992,0.23,Johnson & Johnson (JNJ)
02/16/1970,0.00208,Johnson & Johnson (JNJ)
05/17/1967,8.10E-04,Johnson & Johnson (JNJ)
08/14/1967,0.00104,Johnson & Johnson (JNJ)
05/18/2001,0.36,Johnson & Johnson (JNJ)
08/20/1963,5.80E-04,Johnson & Johnson (JNJ)
08/20/1984,0.3008,Johnson & Johnson (JNJ)
11/15/1996,0.19,Johnson & Johnson (JNJ)
11/22/2013,0.66,Johnson & Johnson (JNJ)
02/18/1972,0.1008,Johnson & Johnson (JNJ)
08/19/1974,0.2016,Johnson & Johnson (JNJ)
11/20/2009,0.49,Johnson & Johnson (JNJ)
08/14/1991,0.4,Johnson & Johnson (JNJ)
08/17/1970,0.00167,Johnson & Johnson (JNJ)
05/19/2000,0.32,Johnson & Johnson (JNJ)
11/17/2000,0.32,Johnson & Johnson (JNJ)
08/21/1962,5.80E-04,Johnson & Johnson (JNJ)
02/19/1963,8.10E-04,Johnson & Johnson (JNJ)
11/17/1972,0.1008,Johnson & Johnson (JNJ)
08/16/2002,0.205,Johnson & Johnson (JNJ)
08/17/1981,0.2208,Johnson & Johnson (JNJ)
02/16/1973,0.1008,Johnson & Johnson (JNJ)
05/24/2007,0.415,Johnson & Johnson (JNJ)
05/18/1965,6.90E-04,Johnson & Johnson (JNJ)
02/19/2010,0.49,Johnson & Johnson (JNJ)
02/15/1974,0.1248,Johnson & Johnson (JNJ)
05/16/2003,0.24,Johnson & Johnson (JNJ)
11/16/2001,0.18,Johnson & Johnson (JNJ)
08/17/1965,6.90E-04,Johnson & Johnson (JNJ)
11/17/1980,0.576,Johnson & Johnson (JNJ)
05/17/1982,0.2496,Johnson & Johnson (JNJ)
05/22/2020,1.01,Johnson & Johnson (JNJ)
05/22/1989,0.2904,Johnson & Johnson (JNJ)
11/16/1973,0.1248,Johnson & Johnson (JNJ)
08/17/2001,0.18,Johnson & Johnson (JNJ)
08/18/1980,0.576,Johnson & Johnson (JNJ)
05/25/2006,0.375,Johnson & Johnson (JNJ)
05/22/1981,0.6624,Johnson & Johnson (JNJ)
05/19/1964,5.80E-04,Johnson & Johnson (JNJ)
05/17/2002,0.205,Johnson & Johnson (JNJ)
11/15/2002,0.205,Johnson & Johnson (JNJ)
08/18/1964,5.80E-04,Johnson & Johnson (JNJ)
11/16/1981,0.2208,Johnson & Johnson (JNJ)
05/24/2019,0.95,Johnson & Johnson (JNJ)
08/13/2004,0.285,Johnson & Johnson (JNJ)
08/15/1983,0.2752,Johnson & Johnson (JNJ)
05/18/1988,0.5008,Johnson & Johnson (JNJ)
02/14/1975,0.2016,Johnson & Johnson (JNJ)
11/10/1995,0.33,Johnson & Johnson (JNJ)
05/21/2009,0.49,Johnson & Johnson (JNJ)
02/22/1971,0.00271,Johnson & Johnson (JNJ)
08/23/1971,0.00208,Johnson & Johnson (JNJ)
08/17/1988,0.5008,Johnson & Johnson (JNJ)
02/18/1983,0.2496,Johnson & Johnson (JNJ)
08/27/2018,0.9,Johnson & Johnson (JNJ)
11/14/2003,0.24,Johnson & Johnson (JNJ)
05/13/2005,0.33,Johnson & Johnson (JNJ)
11/15/1982,0.2496,Johnson & Johnson (JNJ)
02/15/2001,0.32,Johnson & Johnson (JNJ)
08/15/2003,0.24,Johnson & Johnson (JNJ)
02/11/2005,0.285,Johnson & Johnson (JNJ)
08/16/1982,0.2496,Johnson & Johnson (JNJ)
11/16/1988,0.5008,Johnson & Johnson (JNJ)
02/13/1976,0.2016,Johnson & Johnson (JNJ)
05/22/2008,0.46,Johnson & Johnson (JNJ)
11/26/1963,5.80E-04,Johnson & Johnson (JNJ)
02/17/1988,0.4208,Johnson & Johnson (JNJ)
08/11/1995,0.33,Johnson & Johnson (JNJ)
11/27/2017,0.84,Johnson & Johnson (JNJ)
05/17/1966,8.10E-04,Johnson & Johnson (JNJ)
02/17/1984,0.2752,Johnson & Johnson (JNJ)
05/14/2004,0.285,Johnson & Johnson (JNJ)
11/12/2004,0.285,Johnson & Johnson (JNJ)
02/26/2018,0.84,Johnson & Johnson (JNJ)
08/16/1966,8.10E-04,Johnson & Johnson (JNJ)
05/16/1983,0.2752,Johnson & Johnson (JNJ)
11/14/1983,0.2752,Johnson & Johnson (JNJ)
05/25/2017,0.84,Johnson & Johnson (JNJ)
02/13/1981,0.576,Johnson & Johnson (JNJ)
02/14/2002,0.18,Johnson & Johnson (JNJ)
05/21/1973,0.1248,Johnson & Johnson (JNJ)
11/15/1989,0.2904,Johnson & Johnson (JNJ)
05/16/1990,0.34,Johnson & Johnson (JNJ)
02/12/1998,0.22,Johnson & Johnson (JNJ)
11/18/1968,0.00104,Johnson & Johnson (JNJ)
05/19/1969,0.00139,Johnson & Johnson (JNJ)
02/25/2011,0.54,Johnson & Johnson (JNJ)
08/26/2011,0.57,Johnson & Johnson (JNJ)
08/24/2007,0.415,Johnson & Johnson (JNJ)
11/10/1992,0.23,Johnson & Johnson (JNJ)
02/24/2006,0.33,Johnson & Johnson (JNJ)
02/15/1985,0.3008,Johnson & Johnson (JNJ)
02/25/2019,0.9,Johnson & Johnson (JNJ)
02/13/2003,0.205,Johnson & Johnson (JNJ)
05/22/1972,0.1008,Johnson & Johnson (JNJ)
02/10/1978,0.4272,Johnson & Johnson (JNJ)
11/14/1990,0.34,Johnson & Johnson (JNJ)
02/11/1999,0.25,Johnson & Johnson (JNJ)
05/20/1968,0.00104,Johnson & Johnson (JNJ)
11/17/1969,0.00139,Johnson & Johnson (JNJ)
08/27/2010,0.54,Johnson & Johnson (JNJ)
02/24/2012,0.57,Johnson & Johnson (JNJ)
08/25/2006,0.375,Johnson & Johnson (JNJ)
02/23/2007,0.375,Johnson & Johnson (JNJ)
11/09/1993,0.26,Johnson & Johnson (JNJ)
08/26/2019,0.95,Johnson & Johnson (JNJ)
02/24/2020,0.95,Johnson & Johnson (JNJ)
02/12/2004,0.24,Johnson & Johnson (JNJ)
05/19/1975,0.2016,Johnson & Johnson (JNJ)
08/18/2000,0.32,Johnson & Johnson (JNJ)
11/18/1974,0.2016,Johnson & Johnson (JNJ)
11/13/1991,0.4,Johnson & Johnson (JNJ)
05/13/1992,0.46,Johnson & Johnson (JNJ)
08/16/1996,0.19,Johnson & Johnson (JNJ)
11/16/1970,0.00167,Johnson & Johnson (JNJ)
05/17/1971,0.00208,Johnson & Johnson (JNJ)
02/22/2013,0.61,Johnson & Johnson (JNJ)
08/23/2013,0.66,Johnson & Johnson (JNJ)
05/21/1963,5.80E-04,Johnson & Johnson (JNJ)
02/22/2008,0.415,Johnson & Johnson (JNJ)
08/21/2009,0.49,Johnson & Johnson (JNJ)
05/21/1984,0.3008,Johnson & Johnson (JNJ)
11/08/1994,0.29,Johnson & Johnson (JNJ)
02/24/2017,0.8,Johnson & Johnson (JNJ)
08/19/2005,0.33,Johnson & Johnson (JNJ)
05/19/1980,0.576,Johnson & Johnson (JNJ)
05/22/1970,0.00167,Johnson & Johnson (JNJ)
11/19/1971,0.00208,Johnson & Johnson (JNJ)
11/17/1975,0.2016,Johnson & Johnson (JNJ)
05/20/1974,0.1488,Johnson & Johnson (JNJ)
05/15/1991,0.4,Johnson & Johnson (JNJ)
08/24/2012,0.61,Johnson & Johnson (JNJ)
02/21/2014,0.66,Johnson & Johnson (JNJ)
05/22/1962,5.80E-04,Johnson & Johnson (JNJ)
08/22/2008,0.46,Johnson & Johnson (JNJ)
02/20/2009,0.46,Johnson & Johnson (JNJ)
08/25/2017,0.84,Johnson & Johnson (JNJ)
05/21/1979,0.4992,Johnson & Johnson (JNJ)
09/24/1987,0.96,Verizon Communications Inc. (VZ)
10/08/1996,0.72,Verizon Communications Inc. (VZ)
07/08/2013,0.515,Verizon Communications Inc. (VZ)
07/06/2017,0.5775,Verizon Communications Inc. (VZ)
04/06/2005,0.405,Verizon Communications Inc. (VZ)
01/07/2009,0.46,Verizon Communications Inc. (VZ)
07/08/2009,0.46,Verizon Communications Inc. (VZ)
04/08/1997,0.74,Verizon Communications Inc. (VZ)
07/06/2005,0.405,Verizon Communications Inc. (VZ)
04/09/2018,0.59,Verizon Communications Inc. (VZ)
01/07/2004,0.385,Verizon Communications Inc. (VZ)
10/07/2009,0.475,Verizon Communications Inc. (VZ)
04/06/2001,0.385,Verizon Communications Inc. (VZ)
07/08/1997,0.77,Verizon Communications Inc. (VZ)
10/05/2005,0.405,Verizon Communications Inc. (VZ)
07/09/2018,0.59,Verizon Communications Inc. (VZ)
07/06/2001,0.385,Verizon Communications Inc. (VZ)
01/05/1993,0.65,Verizon Communications Inc. (VZ)
10/06/1999,0.385,Verizon Communications Inc. (VZ)
04/05/2012,0.5,Verizon Communications Inc. (VZ)
01/08/2014,0.53,Verizon Communications Inc. (VZ)
06/24/1986,0.9,Verizon Communications Inc. (VZ)
07/03/1991,0.63,Verizon Communications Inc. (VZ)
01/06/2010,0.475,Verizon Communications Inc. (VZ)
03/26/1984,0.17986,Verizon Communications Inc. (VZ)
07/07/2004,0.429353,Verizon Communications Inc. (VZ)
10/04/1991,0.63,Verizon Communications Inc. (VZ)
10/08/2008,0.46,Verizon Communications Inc. (VZ)
07/03/2000,0.377385,Verizon Communications Inc. (VZ)
12/24/1987,0.96,Verizon Communications Inc. (VZ)
04/08/2013,0.515,Verizon Communications Inc. (VZ)
10/06/2004,0.385,Verizon Communications Inc. (VZ)
04/06/2017,0.5775,Verizon Communications Inc. (VZ)
01/04/1994,0.67,Verizon Communications Inc. (VZ)
07/05/1994,0.69,Verizon Communications Inc. (VZ)
04/06/2011,0.4875,Verizon Communications Inc. (VZ)
06/24/1985,0.01911,Verizon Communications Inc. (VZ)
01/07/2015,0.55,Verizon Communications Inc. (VZ)
07/08/2015,0.55,Verizon Communications Inc. (VZ)
10/09/2019,0.615,Verizon Communications Inc. (VZ)
07/03/1990,0.59,Verizon Communications Inc. (VZ)
10/04/1994,0.69,Verizon Communications Inc. (VZ)
04/08/2003,0.385,Verizon Communications Inc. (VZ)
01/04/1990,1.1,Verizon Communications Inc. (VZ)
07/06/2011,0.4875,Verizon Communications Inc. (VZ)
03/25/1985,0.19111,Verizon Communications Inc. (VZ)
10/07/2015,0.565,Verizon Communications Inc. (VZ)
07/08/2003,0.385,Verizon Communications Inc. (VZ)
01/08/2002,0.385,Verizon Communications Inc. (VZ)
04/02/1993,0.67,Verizon Communications Inc. (VZ)
10/05/2011,0.5,Verizon Communications Inc. (VZ)
01/06/2006,0.405,Verizon Communications Inc. (VZ)
07/06/2007,0.405,Verizon Communications Inc. (VZ)
04/04/1995,0.7,Verizon Communications Inc. (VZ)
04/06/2016,0.565,Verizon Communications Inc. (VZ)
10/05/2007,0.43,Verizon Communications Inc. (VZ)
01/09/2019,0.6025,Verizon Communications Inc. (VZ)
04/04/1989,1.1,Verizon Communications Inc. (VZ)
04/07/2010,0.475,Verizon Communications Inc. (VZ)
06/25/1984,0.17986,Verizon Communications Inc. (VZ)
10/05/2001,0.385,Verizon Communications Inc. (VZ)
01/06/2016,0.565,Verizon Communications Inc. (VZ)
09/26/1988,1.02,Verizon Communications Inc. (VZ)
01/08/2008,0.43,Verizon Communications Inc. (VZ)
07/02/1993,0.67,Verizon Communications Inc. (VZ)
07/07/2010,0.475,Verizon Communications Inc. (VZ)
09/24/1984,0.17986,Verizon Communications Inc. (VZ)
03/24/1986,1.8,Verizon Communications Inc. (VZ)
10/08/2014,0.55,Verizon Communications Inc. (VZ)
01/06/2012,0.5,Verizon Communications Inc. (VZ)
10/03/1989,1.1,Verizon Communications Inc. (VZ)
04/07/1998,0.77,Verizon Communications Inc. (VZ)
10/06/2010,0.4875,Verizon Communications Inc. (VZ)
04/05/1994,0.69,Verizon Communications Inc. (VZ)
10/08/2002,0.429353,Verizon Communications Inc. (VZ)
04/08/2015,0.55,Verizon Communications Inc. (VZ)
01/06/1992,0.63,Verizon Communications Inc. (VZ)
07/06/1992,0.65,Verizon Communications Inc. (VZ)
10/07/1996,0.72,Verizon Communications Inc. (VZ)
04/07/2009,0.46,Verizon Communications Inc. (VZ)
10/05/2000,0.385,Verizon Communications Inc. (VZ)
01/08/2013,0.515,Verizon Communications Inc. (VZ)
12/24/1986,0.9,Verizon Communications Inc. (VZ)
06/24/1987,0.96,Verizon Communications Inc. (VZ)
01/06/2017,0.5775,Verizon Communications Inc. (VZ)
10/05/1992,0.65,Verizon Communications Inc. (VZ)
10/08/2013,0.53,Verizon Communications Inc. (VZ)
03/25/1987,0.96,Verizon Communications Inc. (VZ)
10/06/2017,0.59,Verizon Communications Inc. (VZ)
04/04/1991,0.63,Verizon Communications Inc. (VZ)
01/08/1996,0.7,Verizon Communications Inc. (VZ)
06/24/1988,1.02,Verizon Communications Inc. (VZ)
04/08/2014,0.53,Verizon Communications Inc. (VZ)
01/06/2000,0.385,Verizon Communications Inc. (VZ)
03/25/1988,1.02,Verizon Communications Inc. (VZ)
07/06/1995,0.7,Verizon Communications Inc. (VZ)
04/08/2008,0.43,Verizon Communications Inc. (VZ)
07/06/2016,0.565,Verizon Communications Inc. (VZ)
04/06/2004,0.385,Verizon Communications Inc. (VZ)
10/05/1995,0.7,Verizon Communications Inc. (VZ)
07/08/2008,0.43,Verizon Communications Inc. (VZ)
10/05/2016,0.5775,Verizon Communications Inc. (VZ)
07/06/2012,0.5,Verizon Communications Inc. (VZ)
09/24/1986,0.9,Verizon Communications Inc. (VZ)
04/08/1996,0.72,Verizon Communications Inc. (VZ)
01/08/2001,0.385,Verizon Communications Inc. (VZ)
04/06/2000,0.385,Verizon Communications Inc. (VZ)
01/06/2005,0.385,Verizon Communications Inc. (VZ)
10/05/2012,0.515,Verizon Communications Inc. (VZ)
04/06/1992,0.65,Verizon Communications Inc. (VZ)
07/08/1996,0.72,Verizon Communications Inc. (VZ)
01/08/1997,0.72,Verizon Communications Inc. (VZ)
07/06/2000,0.051857,Verizon Communications Inc. (VZ)
01/09/2018,0.59,Verizon Communications Inc. (VZ)
12/21/1984,0.17986,Verizon Communications Inc. (VZ)
04/04/1990,1.18,Verizon Communications Inc. (VZ)
10/07/1998,0.385,Verizon Communications Inc. (VZ)
01/08/2007,0.405,Verizon Communications Inc. (VZ)
04/05/2007,0.405,Verizon Communications Inc. (VZ)
01/06/2011,0.4875,Verizon Communications Inc. (VZ)
09/24/1985,0.19111,Verizon Communications Inc. (VZ)
10/03/1990,0.59,Verizon Communications Inc. (VZ)
04/07/1999,0.385,Verizon Communications Inc. (VZ)
04/09/2020,0.615,Verizon Communications Inc. (VZ)
12/23/1988,1.02,Verizon Communications Inc. (VZ)
01/07/1998,0.77,Verizon Communications Inc. (VZ)
07/07/1999,0.385,Verizon Communications Inc. (VZ)
10/08/2003,0.385,Verizon Communications Inc. (VZ)
07/09/2020,0.615,Verizon Communications Inc. (VZ)
01/04/1995,0.69,Verizon Communications Inc. (VZ)
10/08/1997,0.77,Verizon Communications Inc. (VZ)
07/08/2014,0.53,Verizon Communications Inc. (VZ)
10/09/2018,0.6025,Verizon Communications Inc. (VZ)
12/24/1985,1.7,Verizon Communications Inc. (VZ)
10/04/1993,0.67,Verizon Communications Inc. (VZ)
04/08/2002,0.429353,Verizon Communications Inc. (VZ)
01/04/1991,0.59,Verizon Communications Inc. (VZ)
04/06/2006,0.405,Verizon Communications Inc. (VZ)
07/08/2002,0.385,Verizon Communications Inc. (VZ)
01/08/2003,0.385,Verizon Communications Inc. (VZ)
04/09/2019,0.6025,Verizon Communications Inc. (VZ)
07/06/2006,0.405,Verizon Communications Inc. (VZ)
07/03/1989,1.1,Verizon Communications Inc. (VZ)
07/08/1998,0.385,Verizon Communications Inc. (VZ)
01/06/1999,0.385,Verizon Communications Inc. (VZ)
07/09/2019,0.6025,Verizon Communications Inc. (VZ)
10/05/2006,0.405,Verizon Communications Inc. (VZ)
01/09/2020,0.615,Verizon Communications Inc. (VZ)
02/09/1988,0.23535,"Essential Utilities, Inc. (WTRG)"
05/16/2007,0.115,"Essential Utilities, Inc. (WTRG)"
08/11/1988,0.23535,"Essential Utilities, Inc. (WTRG)"
02/07/1989,0.23535,"Essential Utilities, Inc. (WTRG)"
11/14/2007,0.125,"Essential Utilities, Inc. (WTRG)"
02/09/1987,0.23535,"Essential Utilities, Inc. (WTRG)"
08/12/1987,0.23535,"Essential Utilities, Inc. (WTRG)"
05/16/2006,0.1069,"Essential Utilities, Inc. (WTRG)"
11/15/2006,0.115,"Essential Utilities, Inc. (WTRG)"
08/12/1985,0.22025,"Essential Utilities, Inc. (WTRG)"
02/10/1986,0.22025,"Essential Utilities, Inc. (WTRG)"
05/14/2009,0.135,"Essential Utilities, Inc. (WTRG)"
11/12/2009,0.145,"Essential Utilities, Inc. (WTRG)"
08/11/1986,0.23535,"Essential Utilities, Inc. (WTRG)"
05/14/2008,0.125,"Essential Utilities, Inc. (WTRG)"
11/13/2008,0.135,"Essential Utilities, Inc. (WTRG)"
05/07/1992,0.26035,"Essential Utilities, Inc. (WTRG)"
02/12/2003,0.14,"Essential Utilities, Inc. (WTRG)"
08/13/2003,0.14,"Essential Utilities, Inc. (WTRG)"
08/15/2019,0.2343,"Essential Utilities, Inc. (WTRG)"
11/10/1992,0.26035,"Essential Utilities, Inc. (WTRG)"
